Word//word combination,Sentiment scores,,,,,,,,Average sentiment score,Notes
домішка,-1,-2,0,0,,,,-1,"-0,80",
домовитися,1,2,1,2,1,1,1,1,"1,25",
домовлений,0,1,1,0,,,,1,"0,60",
домовленість,0,1,1,1,1,1,2,2,"1,13",
домовлятися,1,1,1,1,1,1,2,2,"1,25",
домогосподарка ,0,2,1,1,,,,2,"1,20",
домосід,-1,0,0,0,,,,-2,"-0,60",розм.
домоуправління,1,-1,1,0,,,,1,"0,40",
домочадець,1,0,2,0,,,,0,"0,60",
домудруватися,1,1,2,1,,,,0,"1,00",розм.
домучувати,-2,-2,-1,0,,,,-1,"-1,20",
донат,2,1,2,0,,,,0,"1,00",
Донбас,-1,-1,-1,-2,0,-1,0,-1,"-0,88",
донести,0,1,0,1,0,1,1,2,"0,75",
донесхочу,-1,0,-1,0,,,,-1,"-0,60",
Донецьк,-1,0,0,0,,,,0,"-0,20",
донецький,0,-1,1,1,1,1,0,1,"0,50",власна вставка
донечка,2,1,1,2,,,,2,"1,60",зменш.-пестл. до доня
Донеччина,0,-1,1,1,1,1,0,2,"0,63",власна вставка
донор,1,1,1,2,,,,2,"1,40",
доносити,-1,-2,-1,1,,,,-1,"-0,80",
донька,1,2,1,2,2,1,1,2,"1,50",
доозброїти,2,1,-1,-1,,,,2,"0,60",
доопрацювання,0,-1,1,0,,,,1,"0,20",
допис,0,0,0,0,,,,1,"0,20",
дописати,0,1,1,0,,,,1,"0,60",
допит,-2,-2,-1,-2,,,,-1,"-1,60",
допікати,-1,-1,0,0,,,,-1,"-0,60",
допінг,-1,-1,1,-1,,,,-1,"-0,60",
доплата,1,2,1,1,1,1,1,1,"1,13",
доплачувати,1,0,2,-1,-1,-1,0,1,"0,13",
доповідати,0,0,1,1,,,,1,"0,60",
доповідь,0,1,0,1,0,2,1,1,"0,75",
доповнення,0,1,1,1,2,1,1,1,"1,00",
доповнити,2,1,0,1,,,,2,"1,20",
доповнитися,0,1,1,2,,,,1,"1,00",
доповнювати,1,1,0,0,1,1,2,1,"0,88",
доповнюватися,0,1,1,1,,,,2,"1,00",
допомагати,1,2,2,1,2,2,2,2,"1,75",
допоміжний ,0,0,1,2,,,,1,"0,80",
допомога,2,2,1,2,2,2,1,2,"1,75",
допомогти,0,1,2,2,2,1,1,2,"1,38",
доправити,1,1,1,1,,,,1,"1,00",
допрацювати,0,1,0,1,,,,2,"0,80",
допуск,1,-1,1,1,,,,1,"0,60",
допускати,0,-1,1,1,,,,0,"0,20",
допустимий,0,1,1,1,,,,0,"0,60",
допустити,0,-1,-1,0,1,-1,1,-1,"-0,25",
допущення,-1,0,1,0,,,,1,"0,20",
дорватися,-1,0,-1,-1,,,,-1,"-0,80",
дореформний,-1,0,0,0,,,,0,"-0,20",
доречний,1,0,1,0,1,1,1,1,"0,75",
доречно,0,1,1,1,,,,2,"1,00",
дорівнювати,0,0,0,0,,,,1,"0,20",
доріжка,0,1,0,0,,,,1,"0,40",зменш.-пестл. до дорога
дорікати,-1,-1,0,-1,,,,-1,"-0,80",
дорога,1,0,2,2,0,0,2,2,"1,13",
дорогий,2,1,2,2,1,0,1,2,"1,38",
дорогий,-1,-1,0,0,-1,0,-1,-2,"-0,75",
дорогісінький,1,1,-1,0,,,,0,"0,20",пестл. до дорогий
дорого,2,-1,-1,0,,,,-2,"-0,40",
дороговартісний,1,0,-1,0,,,,-2,"-0,40",
дорогоцінний,1,1,2,2,,,,2,"1,60",
дорожній,0,0,0,1,,,,1,"0,40",
дорослий,1,1,-1,2,-1,1,1,2,"0,75",
дорослішати,2,0,1,1,,,,1,"1,00",
дорости,1,1,1,1,,,,1,"1,00",
доручати,1,1,1,1,,,,1,"1,00",
доручення,0,1,2,-1,0,1,1,1,"0,63",
доручити ,2,1,0,1,,,,1,"1,00",
досвід,1,2,1,2,1,1,1,2,"1,38",
досвідчений,1,1,2,1,,,,2,"1,40",
досить,-1,0,-1,-1,,,,-1,"-0,80",
досі,1,0,0,0,,,,1,"0,40",
досконалий,2,1,1,1,,,,2,"1,40",
досконалість,2,2,1,1,,,,2,"1,60",
досконально,1,1,1,1,,,,2,"1,20",
дослід,0,1,1,0,,,,2,"0,80",
дослідження,2,1,1,1,1,1,1,2,"1,25",
досліджувати,2,0,1,1,,,,2,"1,20",
дослідити,1,0,1,1,,,,1,"0,80",
дослідний,0,1,1,1,,,,1,"0,80",
дослідник,1,1,1,1,1,2,1,2,"1,25",
дослідницький,0,1,0,0,,,,2,"0,60",
дослухатися,1,1,1,2,,,,2,"1,40",2 наголоси
доставити,0,0,1,1,,,,1,"0,60",
доставка,1,1,2,1,1,2,2,1,"1,38",
доставляти,0,0,1,0,0,1,1,1,"0,50",
достатній,1,0,1,1,,,,2,"1,00",
достатньо,-1,2,2,1,1,1,1,1,"1,00",
достеменно,2,0,0,0,,,,1,"0,60",
достовірний,1,1,1,1,,,,2,"1,20",
достовірність,2,2,1,1,,,,2,"1,60",
достовірно,2,1,2,1,,,,2,"1,60",
достойний,2,1,1,1,,,,2,"1,40",
достойно,2,2,2,1,,,,2,"1,80",
достроковий,-1,0,1,1,,,,0,"0,20",
достроково,-1,-1,1,1,,,,-2,"-0,40",
доступ,1,1,2,1,2,1,1,1,"1,25",
доступний,1,1,1,2,1,2,1,1,"1,25",
доступність,1,1,1,1,1,1,1,2,"1,13",
доступно,1,1,1,1,,,,2,"1,20",
досягати,2,1,2,1,1,2,1,1,"1,38",
досягнення,2,2,2,2,2,2,1,2,"1,88",
досягнути,1,1,1,1,,,,1,"1,00",
досягти,1,2,1,0,1,2,2,1,"1,25",
досяжний ,1,1,2,1,,,,2,"1,40",
дотепер,0,1,0,0,,,,1,"0,40",
дотепний,1,2,1,1,,,,1,"1,20",
дотичний,0,0,1,0,,,,1,"0,40",
доторк,0,0,0,1,,,,1,"0,40",
доторкатися,0,0,0,1,,,,1,"0,40",
доторкнутися,1,1,1,1,,,,1,"1,00",
дотримання,2,1,0,1,1,0,-1,1,"0,63",
дотриматися,1,0,1,1,,,,1,"0,80",
дотримуватися,1,1,2,1,1,2,-2,2,"1,00",
доучувати,-1,0,1,1,,,,1,"0,40",
дофеодальний,-1,0,-1,0,,,,0,"-0,40",
дохід,1,2,2,2,2,1,1,2,"1,63",
дохлий,-2,-1,-2,-1,,,,0,"-1,20",
дохляк,-2,-1,-1,-1,,,,0,"-1,00",розм.
доходити,-1,0,-1,0,0,-1,1,1,"-0,13",
доцент,0,1,0,2,,,,2,"1,00",
доцільність,2,1,2,2,1,1,1,1,"1,38",
доцільно,1,1,1,1,,,,1,"1,00",
дочекатися,2,2,1,1,2,1,1,2,"1,50",
дочитати,2,0,1,2,,,,2,"1,40",
дочка,0,1,0,1,,,,2,"0,80",
дошка,0,0,1,0,,,,1,"0,40",
дошкільний,1,0,0,1,,,,1,"0,60",власна вставка
дошкільня,1,0,1,1,,,,1,"0,80",
дощ,-1,0,0,0,0,-1,0,-1,"-0,38",
дощик,1,1,0,1,,,,-1,"0,40",пестл. до дощ
ДПС,0,0,-1,-1,-1,-2,0,1,"-0,50",власна вставка
драбина,1,0,1,0,,,,1,"0,60",власна вставка
драже,2,2,2,0,,,,0,"1,20",
драйв,1,1,1,1,,,,1,"1,00",
драйвер,0,1,1,0,,,,1,"0,60",
драма,-1,-1,0,-1,0,-1,-1,-1,"-0,75",
драматичний,-1,-1,0,1,,,,-1,"-0,40",
драматург,0,2,0,1,,,,1,"0,80",
драматургія,0,1,1,0,,,,1,"0,60",
дратівливий,-1,-1,-1,-1,,,,-2,"-1,20",
дратувати,-1,-1,2,-1,,,,-2,"-0,60",
дратуватися,-2,-2,-1,-1,,,,-2,"-1,60",
древній,0,0,0,-1,,,,-1,"-0,40",
дрейф,0,1,0,1,,,,0,"0,40",
дрейфити,-1,-1,0,0,,,,0,"-0,40",
дрес-код,1,1,0,-1,,,,0,"0,20",
дресирувальник,1,1,1,1,,,,1,"1,00",
дресирувати,1,1,1,1,,,,1,"1,00",
дріада,1,1,1,0,,,,0,"0,60",
дрібний,-1,-1,-2,-1,-1,-1,-1,-1,"-1,13",
дрібниця,0,1,1,0,,,,-1,"0,20",
дрібничка,1,1,1,1,,,,-1,"0,60",зменш. до дрібниця
дріжджі,0,0,1,0,,,,0,"0,20",
дрімати ,0,0,1,-1,,,,-1,"-0,20",
дріт,-1,1,0,1,,,,1,"0,40",
дроблення,0,0,1,0,,,,-2,"-0,20",
дрова,0,1,-1,0,,,,2,"0,40",
Дрогобич,0,1,1,1,1,2,0,1,"0,88",власна вставка
дрон,1,0,0,2,,,,1,"0,80",
друг,2,2,1,2,1,1,2,2,"1,63",
Друга світова війна,-1,-2,-2,-2,,,,-2,"-1,80",
другий,1,0,1,-1,,,,0,"0,20",
другорядний,-1,0,1,-1,,,,-1,"-0,40",
дружба,1,2,2,2,,,,2,"1,80",
дружелюбний ,1,1,2,2,,,,2,"1,60",
дружина,2,1,2,1,1,2,2,1,"1,50",
дружити,2,2,1,2,,,,2,"1,80",
дружній,1,2,2,1,,,,2,"1,60",
дружно,1,1,1,2,,,,2,"1,40",
друзі,2,1,1,2,,,,2,"1,60",
друк,0,1,0,0,0,1,1,1,"0,50",
друкарський,0,1,0,0,,,,1,"0,40",
друкований,0,1,1,0,,,,1,"0,60",
ДСНС,2,1,1,2,,,,2,"1,60",
ДТП,-2,-2,-1,-2,,,,-2,"-1,80",
дуалізм,1,0,1,0,,,,0,"0,40",
дуб,0,0,1,0,,,,1,"0,40",
дубасити,-1,-1,-2,-1,,,,-2,"-1,40",розм.
дубинка,-1,-1,0,-1,,,,-1,"-0,80",
дублікат,-1,0,0,0,,,,-1,"-0,40",
Дублін,0,0,2,2,1,0,0,1,"0,75",власна вставка
дублюватися,0,0,-1,0,,,,-1,"-0,40",
дуель,-1,-1,-1,-1,,,,-1,"-1,00",
дует,0,0,0,1,,,,1,"0,40",
дуже,2,1,2,2,,,,2,"1,80",
дума,-1,0,1,0,,,,1,"0,20",
думати,1,2,2,1,1,1,1,2,"1,38",
думка,2,2,1,1,2,2,1,1,"1,50",
дурень,-1,-2,-2,-2,-2,-1,-1,-2,"-1,63",
дурити,-1,-1,-1,-1,,,,-2,"-1,20",
дурний,-1,-2,-1,-1,-1,-2,-2,-2,"-1,50",
дурниця,-1,-1,-2,-1,,,,-2,"-1,40",
дух,0,-1,0,0,1,1,1,-1,"0,13",тільки в одн.
духовенство,1,1,1,-1,,,,1,"0,60",
духовність,1,1,2,2,,,,2,"1,60",
душ,0,2,1,1,,,,1,"1,00",
душа,2,2,2,1,2,2,1,2,"1,75",
Душанбе,0,0,0,0,0,0,0,1,"0,13",власна вставка
душевний,1,2,1,1,,,,2,"1,40",
душевність,1,1,1,2,,,,2,"1,40",
душити,-1,-1,-1,-1,,,,-2,"-1,20",
душно,-1,0,-1,-2,,,,-2,"-1,20",
душогуб,-2,-2,-1,-2,,,,-2,"-1,80",
дьоготь,0,-1,-1,-1,,,,0,"-0,60",
дядько,0,0,2,1,,,,2,"1,00",
дядя,0,1,0,1,,,,2,"0,80",
дякувати,2,2,2,2,2,2,2,2,"2,00",
дятел,0,-1,1,1,,,,2,"0,60",
евакуація,-1,1,2,0,,,,-1,"0,20",
евакуйовувати,0,1,1,1,,,,-2,"0,20",
еволюційний ,0,1,1,0,,,,1,"0,60",
еволюціонувати,2,1,1,1,,,,2,"1,40",
еволюція,1,0,0,1,0,1,1,2,"0,75",
его,0,0,0,-1,,,,-1,"-0,40",
егоїст,-2,-2,-2,-2,,,,-2,"-2,00",
ейфорія,-1,0,0,1,,,,-1,"-0,20",
Еквадор,0,0,1,0,0,0,0,1,"0,25",власна вставка
еквадорець,0,0,1,0,0,0,0,1,"0,25",власна вставка
еквадорський,0,0,1,0,0,0,0,1,"0,25",власна вставка
еквадорці,0,0,1,0,0,0,0,1,"0,25",власна вставка
екватор,0,0,1,0,,,,1,"0,40",
еквівалент,0,0,0,0,,,,1,"0,20",
еквівалентний,1,0,0,0,,,,1,"0,40",
екзамен,0,-1,1,0,,,,1,"0,20",
екзаменаційний,1,1,0,0,,,,1,"0,60",
екземпляр,0,0,0,1,,,,1,"0,40",
екзотика,0,1,1,0,,,,1,"0,60",
екзотичний,2,1,0,1,,,,2,"1,20",
екіпаж,0,1,1,1,,,,2,"1,00",
еколог,0,0,0,1,,,,2,"0,60",
екологічний,1,1,2,1,,,,2,"1,40",
екологічність,1,1,2,2,,,,2,"1,60",
екологія,0,1,2,1,2,1,1,2,"1,25",
економити,2,-1,1,1,,,,1,"0,80",
економіка,1,-1,0,-1,0,1,1,2,"0,38",
економіст,1,0,1,2,,,,1,"1,00",
економічний,0,2,0,-1,1,0,1,1,"0,50",
економічно,0,0,1,2,,,,2,"1,00",
економія,0,1,2,2,,,,2,"1,40",
економний,2,0,1,2,,,,2,"1,40",
економно,2,1,2,1,,,,2,"1,60",
екосистема,0,1,1,-1,,,,2,"0,60",
екосумка,2,1,1,1,,,,1,"1,20",
екотовар,2,1,1,1,,,,1,"1,20",
екоторба,2,1,1,1,,,,1,"1,20",
екран,0,2,0,0,0,0,0,1,"0,38",
екранізація,0,0,0,1,,,,2,"0,60",
екс-власник,0,0,1,-1,,,,-1,"-0,20",
екс-генпрокурор,-1,0,0,-1,,,,-1,"-0,60",
екс-глава,0,0,0,-1,,,,-1,"-0,40",
екс-дружина,0,0,0,-1,,,,-1,"-0,40",
екс-керівник,-1,0,0,-2,,,,-1,"-0,80",
екс-міністр,-2,0,0,-1,,,,-1,"-0,80",
екс-президент,0,0,0,-1,,,,-1,"-0,40",
екс-прем'єр,0,0,-1,0,,,,-1,"-0,40",
екс-прем'єр-міністр,-1,0,-1,0,,,,-1,"-0,60",
ексклюзив,1,1,1,2,,,,2,"1,40",
ексклюзивний,2,1,1,1,,,,2,"1,40",
ексклюзивність,1,1,1,2,,,,2,"1,40",
екскурсія,0,0,2,0,,,,2,"0,80",
екскурсовод,0,1,1,1,,,,1,"0,80",
експансія,0,0,-2,-1,,,,-1,"-0,80",
експедиція,0,0,1,2,,,,1,"0,80",
експеримент,-1,-1,1,1,0,1,-1,1,"0,13",
експериментальний,1,-1,-2,1,,,,0,"-0,20",
експериментувати,1,1,1,1,0,0,1,1,"0,75",
експерт,1,1,1,0,2,1,1,2,"1,13",
експертиза,-1,0,0,0,,,,2,"0,20",
експертка,1,0,1,0,,,,2,"0,80",фемінітив
експертний,0,0,0,1,,,,1,"0,40",
експлуатація,-1,-1,-1,-1,,,,-1,"-1,00",
експлуатувати,-2,1,-1,-1,,,,-1,"-0,80",
експозиція,0,0,1,0,,,,1,"0,40",
експонат,1,0,0,0,,,,1,"0,40",
експорт,0,-1,0,2,,,,2,"0,60",
експортовий,1,1,0,0,,,,2,"0,80",
Експоцентр,1,0,0,1,,,,0,"0,40",національний комплекс
експрес,0,1,0,1,,,,1,"0,60",
експрес-тест,2,0,2,0,,,,2,"1,20",
експресивний,-1,0,0,0,,,,-1,"-0,40",
експресивність,0,0,0,1,,,,0,"0,20",
експресія,0,0,1,0,,,,1,"0,40",
екстравагантність,1,0,0,0,,,,2,"0,60",
екстракт ,1,0,0,0,,,,1,"0,40",
екстрасенс,0,0,-1,1,,,,1,"0,20",
екстремальний,1,-1,-2,0,1,0,-1,-1,"-0,38",
екстрений,-1,-1,0,0,,,,-2,"-0,80",
екстрим,0,1,0,0,,,,-2,"-0,20",
елегантний,2,1,1,0,,,,2,"1,20",
елегантність,1,2,0,1,,,,2,"1,20",
елегантно,1,0,1,0,,,,2,"0,80",
електрика,2,0,1,0,,,,2,"1,00",
електричка,0,1,1,0,,,,1,"0,60",
електричний,0,0,1,0,,,,2,"0,60",
електроенергія,2,0,1,0,,,,2,"1,00",
електромагнітний,-1,0,0,0,,,,0,"-0,20",
електромобіль,1,2,1,2,,,,2,"1,60",
електроніка,0,1,1,2,,,,2,"1,20",
електронний,0,1,0,0,2,0,2,2,"0,88",
електропостачання,0,1,1,2,,,,2,"1,20",
елемент,0,0,0,0,0,0,0,1,"0,13",
елементарний,0,0,1,0,,,,2,"0,60",
елементарність,0,1,0,1,,,,1,"0,60",
елементарно,1,1,1,0,,,,2,"1,00",
еліта,1,0,2,-1,,,,1,"0,60",
елітний,2,0,0,-1,,,,2,"0,60",
Ель-Кувейт,0,0,0,0,0,0,0,1,"0,13",власна вставка
емігрант,0,0,1,1,,,,-1,"0,20",
еміграція,-1,0,-1,0,,,,-2,"-0,80",
емісія,-1,0,-2,0,,,,-2,"-1,00",
емоційний,0,1,1,1,1,0,1,1,"0,75",
емоційно,1,1,0,0,,,,1,"0,60",
емоція,0,1,1,0,1,0,2,2,"0,88",
емпірико-фактологічний ,0,0,0,1,,,,0,"0,20",
енергетика,2,1,0,1,,,,1,"1,00",
енергетичний,-1,0,1,1,,,,2,"0,60",
енергетично,0,0,1,0,,,,1,"0,40",
енергійний ,1,2,1,1,,,,2,"1,40",
енергія,1,1,0,2,2,1,2,2,"1,38",
Енергодар,0,0,0,0,0,0,0,2,"0,25",власна вставка
енергозабезпечення,1,1,1,0,,,,2,"1,00",
енергоощадний,2,2,0,2,,,,2,"1,60",
енергосистема,0,1,1,0,,,,1,"0,60",
ентузіазм,1,1,1,2,,,,2,"1,40",
ентузіаст,-1,1,1,0,,,,2,"0,60",
енциклопедичний ,1,1,0,0,,,,2,"0,80",
епатажний,-1,0,0,1,,,,1,"0,20",
епідеміолог,1,-1,0,0,,,,1,"0,20",
епідеміологічний,-2,-2,0,-1,,,,-2,"-1,40",
епідеміологія,-1,0,-2,-1,,,,-2,"-1,20",
епідемічний,-2,0,-2,-1,,,,-2,"-1,40",
епідемія,-2,-2,-2,-2,-1,-2,-2,-2,"-1,88",
епізодичний ,1,0,0,0,,,,1,"0,40",
епізодично,0,0,0,1,,,,1,"0,40",
епілепсія,-2,-1,-2,-1,,,,-2,"-1,60",
епіцентр,0,-1,-1,0,,,,-1,"-0,60",
епічний,0,0,1,1,,,,-1,"0,20",
епоха,0,0,1,-1,0,0,2,0,"0,25",
епохальний,2,0,0,0,,,,1,"0,60",
Ер-Ріяд,0,0,0,0,0,0,0,1,"0,13",власна вставка
ера,0,0,1,0,,,,1,"0,40",
еротичний,1,0,-1,2,,,,1,"0,60",
еспресо,0,0,-2,0,,,,0,"-0,40",
естафета,0,1,0,0,,,,1,"0,40",
естетика,2,2,1,1,2,0,2,1,"1,38",
естетичний,2,1,2,2,1,0,1,2,"1,38",
естонець,0,0,0,0,0,0,0,1,"0,13",власна вставка
Естонія,0,2,0,0,0,0,0,1,"0,38",власна вставка
естонський,0,0,0,0,0,0,0,1,"0,13",власна вставка
естонці,0,0,1,0,,,,1,"0,40",
еталон,1,1,1,1,,,,1,"1,00",
еталонний,0,1,0,1,,,,1,"0,60",
етап,0,1,0,0,0,0,0,1,"0,25",
етикет,1,2,0,2,,,,2,"1,40",
етиловий,0,0,-1,0,,,,-1,"-0,40",
етичний,1,0,0,0,,,,2,"0,60",
етнічний,0,0,1,0,,,,2,"0,60",
ефект,0,2,-1,1,1,0,0,1,"0,50",
ефективний,0,1,2,1,2,1,2,2,"1,38",
ефективність,2,0,1,2,1,1,2,2,"1,38",
ефективно,1,1,1,1,,,,2,"1,20",
ефіоп,0,0,0,0,0,0,0,1,"0,13",власна вставка
ефіопи,0,0,0,0,0,0,0,1,"0,13",власна вставка
Ефіопія,0,0,1,0,,,,1,"0,40",
ефіопський,0,0,0,0,0,0,0,1,"0,13",власна вставка
Євпаторія,0,2,2,2,1,-1,0,2,"1,00",власна вставка
євро,1,1,2,0,,,,1,"1,00",
Євробачення,-1,0,0,1,1,2,0,2,"0,63",
єврокомісія,0,0,1,0,,,,1,"0,40",
Європа,2,1,1,1,-1,1,1,2,"1,00",
європеєць,2,0,1,0,,,,1,"0,80",
європейський,1,1,2,1,0,0,1,2,"1,00",
Євросоюз,0,1,0,1,0,0,2,2,"0,75",
єгер,0,1,0,-1,,,,1,"0,20",
Єгипет,0,0,1,0,,,,1,"0,40",
єгипетський,0,1,1,1,0,0,0,1,"0,50",власна вставка
єгиптяни,0,1,1,0,0,0,0,1,"0,38",власна вставка
єгиптянин,0,0,0,1,,,,1,"0,40",
єдиний,0,2,1,0,1,0,1,2,"0,88",
єдиність,2,1,0,2,,,,2,"1,40",
єдність,2,0,2,1,,,,2,"1,40",
Ємен,0,0,0,0,0,0,0,1,"0,13",власна вставка
єнот,0,1,0,1,,,,1,"0,60",
Єреван,0,2,1,0,0,0,0,1,"0,50",власна вставка
Єрусалим,0,2,2,1,1,1,1,1,"1,13",власна вставка
ЄС,-1,0,2,1,,,,2,"0,80",
жаба,-1,-1,-1,-1,-1,-1,0,0,"-0,75",
жабоїд,0,-1,-1,0,,,,0,"-0,40",
жабрик,-1,-1,-1,0,,,,0,"-0,60",
жабуріння,-1,0,-1,-1,,,,0,"-0,60",
жаврати,1,2,1,0,,,,0,"0,80",
жага,1,1,1,0,,,,2,"1,00",
жадання,1,2,1,0,,,,1,"1,00",
жадібний,-1,-2,-2,-2,,,,-2,"-1,80",
жадоба,-1,-1,-2,-1,,,,-2,"-1,40",
жайвір,1,1,1,1,,,,0,"0,80",
жалити,-1,-2,-2,-1,-1,-1,0,-2,"-1,25",
жалібно,-1,-2,-2,-1,,,,-1,"-1,40",
жаліти,0,-1,0,-2,,,,-1,"-0,80",
жалітися,-1,-1,-1,-1,,,,-1,"-1,00",
жало,-2,-2,-1,0,,,,-1,"-1,20",
жалоба,-2,-1,-2,-2,,,,-2,"-1,80",тільки одн. 
жалосний,-1,-2,-1,0,,,,-1,"-1,00",
жалувати,-2,-1,-1,0,,,,-1,"-1,00",
жалуватися,-1,-2,-1,-1,,,,-2,"-1,40",
жаль,-2,-1,-1,-1,-1,-1,-1,-2,"-1,25",
жалюгідний,-2,-2,-2,-1,,,,-2,"-1,80",
жандарм,-2,-2,-1,0,,,,0,"-1,00",
жанр,0,1,0,0,0,0,0,1,"0,25",
жанровість,0,0,0,1,,,,0,"0,20",
жар,1,1,-1,0,,,,-2,"-0,20",
жарений,1,1,1,0,,,,-1,"0,40",
жариво,-1,-1,0,0,,,,0,"-0,40",
жаркий,1,1,1,0,,,,-1,"0,40",
жарко,0,1,-1,-1,,,,-2,"-0,60",
жарознижуючий,-1,1,1,1,,,,2,"0,80",
жарт,2,1,1,1,2,2,1,2,"1,50",
жартівник,2,2,1,1,1,1,1,1,"1,25",
жартувати,0,1,1,1,,,,2,"1,00",
жасмин,2,2,1,1,,,,2,"1,60",
жати,1,1,1,0,,,,1,"0,80",
жах,-2,-2,-2,-2,,,,-2,"-2,00",
жахливий,-2,-2,-1,-2,-2,-2,0,-2,"-1,63",
жахливість,-2,-2,-2,0,,,,-2,"-1,60",
жахнутися,-2,-2,-2,-2,,,,-2,"-2,00",
жбан,0,0,-1,0,,,,0,"-0,20",розм.
жбурнути,-1,-1,0,0,,,,-2,"-0,80",
жвавий,1,2,1,1,,,,2,"1,40",
жваво,2,0,1,1,,,,2,"1,20",
жвачка,1,1,1,1,,,,0,"0,80",розм.
жданий,1,1,1,0,,,,1,"0,80",
ждати,1,1,1,0,,,,1,"0,80",
жебрак,-1,-1,-1,0,,,,-2,"-1,00",
жебри,1,0,0,0,,,,0,"0,20",
жевріти,-1,-1,-1,0,,,,0,"-0,60",
жезл,2,1,1,0,,,,0,"0,80",
желіпати,-1,-1,-1,0,,,,0,"-0,60","те саме, що сваритися"
жемчуг,2,2,1,1,,,,1,"1,40",
женити,1,1,2,0,,,,1,"1,00",
женитися,1,0,-1,2,,,,1,"0,60",
жердина,1,1,1,0,,,,0,"0,60",
жереб,1,0,1,0,,,,0,"0,40",
жеребець,1,1,1,0,,,,0,"0,60",
жерлистий,-1,-2,-1,0,,,,0,"-0,80","те саме, що прожорливий"
жерсть,1,1,1,0,,,,0,"0,60",
жертва,-2,-2,-2,-1,-2,-2,-1,-2,"-1,75",
жертвувати,-2,-2,-1,-1,,,,-2,"-1,60",
жерти,-2,-2,-1,-1,,,,-2,"-1,60",
жертовник,1,1,1,-1,,,,0,"0,40",
жест,0,0,0,1,,,,1,"0,40",
живий,2,1,1,2,1,1,2,2,"1,50",
живитися,2,2,1,0,,,,1,"1,20",
живіт,0,0,0,0,1,1,1,1,"0,50",
живлення,2,1,1,1,,,,2,"1,40",
живлющий,1,2,2,0,,,,2,"1,40",
живність,2,1,1,0,,,,1,"1,00",
живоїд,-1,-2,-2,-1,,,,-2,"-1,60",
живопис,0,1,1,1,,,,1,"0,80",
живопліт,1,1,1,0,,,,0,"0,60",
животворний,1,1,1,0,,,,0,"0,60",
животіння,1,1,1,-1,,,,0,"0,40",
живучий,1,1,1,1,,,,1,"1,00",
живчик,2,2,1,1,,,,2,"1,60",
жигало,-2,-1,-1,0,,,,0,"-0,80",
жид,-2,-2,-1,-1,,,,0,"-1,20",
жила,1,1,1,0,,,,0,"0,60",
жилавий,1,-1,0,1,,,,0,"0,20",
жилет,0,0,1,0,,,,1,"0,40",
жилетка,1,1,1,0,,,,1,"0,80",
жим,1,1,1,0,,,,0,"0,60",
жир,-1,-1,0,-1,0,-1,1,-1,"-0,50",
жираф,0,0,0,1,,,,1,"0,40",
жирний,-1,0,1,-2,1,-1,-1,-2,"-0,63",
жирність,0,-1,-2,0,,,,-1,"-0,80",
жировий,-1,-1,-1,-1,,,,-1,"-1,00",
жируватися,-1,-1,-1,-1,,,,-1,"-1,00",
жируха,-1,-2,-1,-1,,,,-2,"-1,40",розм.
житель,1,0,0,0,1,0,0,1,"0,38",
жителька,0,0,0,1,,,,1,"0,40",фемінітив
житець,2,2,2,0,,,,1,"1,40",
жити,2,1,1,2,2,1,1,2,"1,50",
житло,0,1,0,0,1,1,1,2,"0,75",
житловий,0,0,0,1,,,,2,"0,60",
житник,1,1,1,0,,,,1,"0,80",
житниця,1,1,1,0,,,,1,"0,80",
жито,1,1,1,0,,,,2,"1,00",
